run_name,family,model_family,modality,seed,gold,pred,count,rate_within_gold
mecpe_t_seed456,mecpe_t,mecpe,t,456,emo_cause,emo_context,256,0.1426978818283166
mecpe_t_seed456,mecpe_t,mecpe,t,456,emo_cause,non_pair,534,0.2976588628762542
mecpe_t_seed456,mecpe_t,mecpe,t,456,emo_context,emo_cause,84,0.08425275827482448
mecpe_t_seed456,mecpe_t,mecpe,t,456,emo_context,emo_context,341,0.3420260782347041
mecpe_t_seed456,mecpe_t,mecpe,t,456,emo_context,non_pair,572,0.5737211634904714
mecpe_t_seed456,mecpe_t,mecpe,t,456,non_pair,emo_cause,918,0.059329154010211334
mecpe_t_seed456,mecpe_t,mecpe,t,456,non_pair,emo_context,1092,0.0705745492147612
mecpe_t_seed456,mecpe_t,mecpe,t,456,non_pair,non_pair,13463,0.8700962967750274
mecpe_ta_seed123,mecpe_ta,mecpe,ta,123,emo_cause,emo_cause,1111,0.6192865105908584
mecpe_ta_seed123,mecpe_ta,mecpe,ta,123,emo_cause,emo_context,320,0.17837235228539577
mecpe_ta_seed123,mecpe_ta,mecpe,ta,123,emo_cause,non_pair,363,0.20234113712374582
mecpe_ta_seed123,mecpe_ta,mecpe,ta,123,emo_context,emo_cause,94,0.09428284854563691
mecpe_ta_seed123,mecpe_ta,mecpe,ta,123,emo_context,emo_context,428,0.4292878635907723
mecpe_ta_seed123,mecpe_ta,mecpe,ta,123,emo_context,non_pair,475,0.4764292878635908
mecpe_ta_seed123,mecpe_ta,mecpe,ta,123,non_pair,emo_cause,1207,0.07800685064305564
mecpe_ta_seed123,mecpe_ta,mecpe,ta,123,non_pair,emo_context,1494,0.0965552898597557
mecpe_ta_seed123,mecpe_ta,mecpe,ta,123,non_pair,non_pair,12772,0.8254378594971886
